STATE_NAME,NAME,KEY,ID,rate_brcamort9397,MDratio,hosp,hosponc,scrnmamm,pcturban,urbrural,pcincome,pctpoor,pctlt9ed,pcthsed,pctcoled,unemploy,homevalu,rent,pop96,mammog2ysm,SmokecurF,SmokevrF,Obese,Noins
Washington,"Walla Walla",158,2947,24.4,218.94,7.55,1.87,7.61,73.8,4,18122,16,9.1,79.1,18.8,6.1,56200,319,53488,0.48,0.19,0.45,0.34,0.1
Wisconsin,Iron,159,3031,37.1,46.56,0,0,0,0,9,16474,13.1,11.4,74.7,10.5,7.2,31500,242,6520,0.29,0.25,0.43,0.35,0.13
Maine,Somerset,160,1158,23.9,81.8,3.9,3.81,3.91,32.2,7,15825,14.5,11.3,71.9,10.5,8.9,56700,344,52507,0.52,0.21,0.48,0.34,0.13
Maine,Piscataquis,161,1156,26.3,91.96,10.82,5.46,5.39,16.5,6,15328,15.2,9.3,75.4,12.3,7.8,46500,324,18329,0.43,0.2,0.48,0.3,0.14
Montana,Jefferson,162,1588,29,119.14,0,0,0,0,9,19434,7.4,10.2,81.3,20.8,4.7,64000,299,9668,0.56,0.2,0.46,0.32,0.14
Montana,Yellowstone,163,1622,28.3,256.71,1.6,1.59,5.7,82.8,3,21345,12.1,7.1,83.7,21.5,4.8,62700,343,125966,0.5,0.2,0.45,0.31,0.15
Montana,Treasure,164,1618,25.2,0,0,0,0,0,8,17245,15.8,7,85.1,13.2,3.4,34700,188,866,0.45,0.23,0.5,0.35,0.12
Idaho,Lewis,165,550,43.7,0,0,0,0,0,9,17105,15.6,10.4,78.8,13.2,7.1,38300,232,4002,0.3,0.19,0.37,0.33,0.12
Washington,Asotin,166,2913,17.4,83.94,4.94,0,5.05,76.7,7,18360,19.4,7.9,77.2,12.4,4.4,54500,327,20761,0.51,0.22,0.43,0.35,0.12
"North Dakota",Sioux,167,2004,11.5,25.04,25.04,0,0,0,9,9294,47.4,14.8,68.3,9.9,4.3,20800,147,4095,0.5,0.23,0.48,0.34,0.11
Minnesota,Pine,168,1340,19.5,21.86,4.37,4.29,4.4,12.3,6,15680,15,15.9,69.2,9.5,8,45100,287,23331,,0.15,0.37,0.33,0.09
Maine,Penobscot,169,1155,21.5,199.44,4.11,2.76,3.41,53.4,3,18747,13,7.8,79.1,17.7,6.1,68900,397,144989,0.54,0.22,0.48,0.34,0.14
Washington,Skamania,170,2941,26.4,0,0,0,0,0,8,18036,9.4,7.8,77.4,11.7,10.5,68100,328,9371,0.58,0.23,0.49,0.3,0.1
Washington,Cowlitz,171,2919,22.2,146.23,1.12,1.11,2.28,69.8,4,20013,13.3,7.2,77.3,11.3,7.5,61400,348,89984,0.57,0.22,0.44,0.35,0.11
Washington,Wahkiakum,172,2946,36.3,53.91,0,0,0,0,9,17893,10.4,10.5,77.8,10.4,6.5,62400,300,3775,0.53,0.24,0.45,0.34,0.14
Minnesota,Todd,173,1359,16.9,54.18,4.17,0,4.21,22,6,14333,19,19.8,68.4,7.8,6.9,35100,235,24128,0.6,0.19,0.42,0.33,0.09
Minnesota,Morrison,174,1331,22,82.84,3.31,3.28,3.33,24.4,6,15388,16,20.1,67.7,9,7.6,46800,274,30528,0.57,0.18,0.38,0.35,0.08
"North Dakota",McIntosh,175,1987,36.6,109.62,54.81,0,27.09,0,9,14327,16.9,45,48.8,9.5,1.8,20200,211,3642,0.56,0.23,0.5,0.37,0.11
"North Dakota",Dickey,176,1972,13,69.26,17.32,17.62,17.01,0,9,16623,17.8,22.2,68.8,16,2.2,32100,243,5676,0.49,0.2,0.39,0.37,0.11
"North Dakota",Sargent,177,2002,13.6,0,0,0,0,0,9,19754,11.5,17.1,72.7,9.7,2.3,24700,223,4441,0.45,0.21,0.45,0.37,0.11
"North Dakota",Bowman,178,1967,51.8,92.91,30.97,0,30.82,0,9,18990,15.6,15.6,74.3,13.9,2.6,44200,240,3303,0.44,0.2,0.41,0.42,0.11
"North Dakota",Adams,179,1962,21.3,424.22,38.57,35.2,36.28,0,9,16541,13.7,19.1,72.5,11.2,2,33200,242,2841,0.51,0.19,0.42,0.35,0.1
Montana,"Deer Lodge",180,1578,38.2,157.65,19.71,0,9.78,73.1,7,14823,18.6,11.2,74.5,11.5,9.1,33800,199,10093,0.44,0.22,0.48,0.34,0.12
Minnesota,"Mille Lacs",181,1330,26.7,84.65,4.98,4.92,15.25,19.9,6,16825,13.9,16.9,70.1,9.4,8,51200,308,20312,0.59,0.18,0.41,0.37,0.09
Oregon,Clatsop,182,2183,27.3,96.12,5.65,2.85,2.85,54.4,6,19337,14.4,5.8,81.8,16.7,5.1,62100,352,35132,0.59,0.21,0.46,0.33,0.13
Montana,"Sweet Grass",183,1615,11.7,59.28,0,0,0,0,9,17524,10.4,10.7,78.9,20,3.7,47800,252,3437,0.45,0.19,0.42,0.35,0.13
Montana,Gallatin,184,1582,13.3,186.85,1.68,1.65,3.46,51.7,5,19424,17.1,3.1,90.4,33.8,2.7,69900,342,60565,0.51,0.2,0.47,0.37,0.14
Montana,Park,185,1600,21.6,81.99,6.31,6.19,6.39,46,7,16812,15.2,6.4,81.7,19.3,4.6,47200,299,16143,0.55,0.23,0.46,0.35,0.13
Oregon,Columbia,186,2184,23.2,23.91,0,0,2.45,35.3,1,18680,10.2,6.4,78,11,4.9,62300,350,42969,0,0.24,0.49,0.4,0.2
Montana,"Silver Bow",187,1613,19,186.81,5.75,2.89,5.74,92.6,5,19011,14.7,9.2,78.3,17.9,5.8,43800,265,34634,0.46,0.2,0.46,0.32,0.15
Wisconsin,Washburn,188,3071,15.1,113.47,13.35,13.22,6.76,0,9,16066,15.9,11.4,74.9,12.8,6.7,46700,288,15132,0.5,0.21,0.46,0.37,0.06
Wisconsin,Sawyer,189,3063,22.8,57.46,6.38,6.26,6.54,0,9,16351,20.5,10.8,73.7,12.9,5.7,49500,261,15985,0.56,0.21,0.45,0.33,0.06
Wisconsin,Burnett,190,3012,25.6,21.18,7.06,6.95,7.25,0,8,16368,15.5,14.9,72.3,8.9,4.5,44700,276,14383,0.38,0.23,0.43,0.41,0.13
Minnesota,Kanabec,191,1315,10.8,51.55,7.36,7.23,7.51,22.7,6,15999,15.4,15.4,69.9,8.9,7.9,50000,313,13838,0.48,0.18,0.41,0.33,0.09
Montana,Carter,192,1572,16,0,68.31,0,0,0,9,13751,27.4,12.9,76,10.8,1.8,23700,242,1489,0.47,0.23,0.46,0.32,0.13
Montana,Stillwater,193,1614,23.4,53.58,13.39,0,13.85,0,8,16564,10.6,9.1,78.2,16.9,5.1,56500,303,7653,0.41,0.2,0.44,0.31,0.15
Minnesota,Grant,194,1308,36.4,0,16.07,0,16.31,0,9,19470,15.1,20.1,71.9,11.4,4.7,28600,227,6154,0.6,0.19,0.41,0.31,0.09
Minnesota,Douglas,195,1303,21,131.59,3.29,3.28,10,27.3,7,18902,13.4,15,76.1,12.7,4.3,56300,297,30459,0.48,0.18,0.41,0.37,0.08
Washington,Clark,196,2917,21.1,113.93,0.34,0.33,1.42,77.7,1,23013,9.3,4.8,83.9,16.8,4.1,74000,447,305171,0.65,0.21,0.44,0.36,0.09
Washington,Klickitat,197,2931,35.6,54.85,10.97,5.4,11.22,20,7,17164,17,9.7,70.4,10.9,11.6,52000,331,18526,0.52,0.25,0.49,0.34,0.14
Montana,"Big Horn",198,1568,31.4,98.24,16.37,0,8.29,25.9,6,11714,35.3,11.7,69.2,12.8,12.6,40300,247,12308,0.5,0.2,0.57,0.38,0.13
Minnesota,Traverse,199,1360,37.4,46.62,23.31,23.27,23.08,0,9,20734,15.1,21,71.2,9.8,4.8,23300,237,4298,0.54,0.18,0.41,0.32,0.08
Oregon,Umatilla,200,2209,23.3,107.75,4.68,1.55,4.76,56.7,4,17329,16.5,9.7,75.1,13.3,7.1,48000,313,64547,0.53,0.19,0.44,0.36,0.14
Oregon,Wallowa,201,2211,15.4,92.9,13.27,0,13.39,0,9,16614,15.8,6.9,81.2,15.7,11,47300,287,7495,0.53,0.22,0.46,0.32,0.14
Wisconsin,Price,202,3056,23.3,56.43,6.27,6.29,6.3,19.9,7,19057,10.9,15.4,73.3,10.6,5.4,41200,286,15910,0.44,0.25,0.48,0.38,0.11
"South Dakota",Campbell,203,2343,35.4,0,0,0,0,0,9,16484,18.3,24.3,65.5,10.7,2.7,17600,227,1893,0.49,0.17,0.35,0.36,0.08
"South Dakota",Harding,204,2364,27.7,0,0,0,0,0,9,13052,18.9,9.5,82.8,16.2,3.6,29200,214,1559,0.6,0.17,0.4,0.36,0.08
"South Dakota",McPherson,205,2377,14.5,65.88,32.94,0,0,0,9,14477,21.5,47.3,46,10,3.1,14999,177,2950,0.46,0.19,0.37,0.35,0.1
"South Dakota",Perkins,206,2385,23,0,27.01,0,0,0,9,19728,15.2,17.3,72.5,12.7,2.3,26300,199,3647,0.5,0.17,0.4,0.37,0.14
"South Dakota",Corson,207,2348,17.4,0,0,0,0,0,9,11018,42.5,20,63.3,10.5,7.4,18300,145,4269,0.46,0.24,0.44,0.31,0.13
"South Dakota",Brown,208,2339,29.7,167.91,2.8,2.79,8.4,70.1,5,22001,11.8,13.8,77.9,20.7,1.9,46000,292,35829,0.51,0.17,0.4,0.37,0.1
Montana,Beaverhead,209,1567,20.7,155.42,11.1,0,11.3,47.4,7,17795,18.6,6.4,83.9,20.6,4.3,54700,262,9144,0.45,0.2,0.46,0.34,0.16
"South Dakota",Marshall,210,2378,15.8,42.43,21.21,0,0,0,9,18515,17.7,24.5,65.7,10.2,3.1,23600,219,4699,0.49,0.2,0.41,0.31,0.13
"South Dakota",Roberts,211,2387,14.6,50.26,20.1,0,0,0,9,14715,26.4,23,63.5,10.4,4.6,25300,215,9857,,0.15,0.36,0.33,0.1
Oregon,Morrow,212,2204,14.1,33.62,11.21,0,0,0,9,15394,15.1,12,73.9,11.8,7.4,43500,332,9229,0.43,0.24,0.49,0.32,0.14
Oregon,Union,213,2210,12.7,164.34,4.01,0,4.01,49.8,7,16713,15.8,6.5,80.2,17,6.4,43500,309,25012,0.48,0.19,0.41,0.36,0.14
Montana,Madison,214,1595,26.6,90.06,30.02,0,0,0,9,14605,18.4,6,85,19.7,5.1,58800,319,6773,0.63,0.23,0.46,0.29,0.13
Minnesota,Benton,215,1287,18.7,15.17,0,0,0,53.2,3,17689,10.2,13,77.3,14.8,4.4,61000,395,33336,0.6,0.19,0.37,0.38,0.09
Oregon,Gilliam,216,2190,8,53.73,0,0,0,0,9,14840,11.9,5.3,85.4,18.7,3.2,32000,363,1948,0.38,0.22,0.45,0.36,0.13
Montana,"Powder River",217,1604,21.1,0,0,0,0,0,9,14169,18.3,12,75.2,15.3,2.4,44600,305,1930,0.41,0.19,0.42,0.36,0.16
Minnesota,Stearns,218,1355,21.3,194.67,4.77,0.79,7.23,52.2,3,18432,12.3,13.8,78.3,17.5,4.1,61300,388,126990,0.46,0.18,0.41,0.32,0.08
Oregon,Tillamook,219,2208,21.6,109.4,4.21,0,4.29,18.5,6,16725,15,7.4,76.3,13.1,5.1,61800,341,24098,0.57,0.18,0.38,0.37,0.1
Oregon,Washington,220,2213,22.7,110.48,1.08,0.78,3.9,88.8,0,24934,6.6,4.1,88.2,29.8,3.2,85100,489,383603,0.28,0.19,0.48,0.33,0.14
Minnesota,Pope,221,1343,16.6,45.7,18.28,0,18.26,24,6,16508,13.8,18.4,72.1,10.2,4.1,39200,243,11051,0.54,0.18,0.41,0.32,0.09
Minnesota,Stevens,222,1357,26.6,76.8,19.2,9.81,9.63,52.8,7,18364,20.6,15.9,77,17,3.4,38100,286,10197,0.53,0.18,0.41,0.32,0.09
Minnesota,Isanti,223,1312,28.7,120.2,3.54,3.45,3.59,19.7,1,18931,8.7,10.5,78.2,11.5,4.5,64300,357,29017,0.57,0.2,0.47,0.36,0.09
Minnesota,Chisago,224,1295,20.7,64.82,5.4,2.62,5.65,0,1,19355,7.8,9,80.1,11.9,4.6,72900,375,38123,0.58,0.19,0.35,0.38,0.18
Oregon,Sherman,225,2207,12.2,0,0,0,52.6,0,9,12977,9.9,6.4,83.1,18.9,7.1,30200,295,1825,0.53,0.24,0.49,0.33,0.18
Wisconsin,Polk,226,3054,26.2,104.59,8.05,7.94,8.18,7.6,6,17702,11.8,11.2,78,11.4,4.3,53500,318,37761,0.52,0.23,0.48,0.36,0.08
Oregon,Multnomah,227,2205,24.4,425.82,1.95,0.96,2.45,98.1,0,25798,13.1,5.5,82.9,23.7,4.2,61100,407,624903,0.19,0.19,0.46,0.32,0.16
Oregon,"Hood River",228,2193,11.8,161.39,5.38,5.17,5.56,27.4,6,17771,15.7,13,71.3,18,8.7,76700,393,19338,0.38,0.18,0.49,0.32,0.15
Oregon,Wasco,229,2212,25.4,145.14,4.4,0,4.42,66,7,18409,13.4,8.6,77.4,14.5,7.1,50800,324,23093,0.43,0.18,0.44,0.28,0.11
Idaho,Lemhi,230,549,26.8,37.63,12.54,0,13.47,42.6,7,15006,20.2,9.5,73.9,11.8,7.2,44700,258,8098,0.46,0.19,0.45,0.33,0.14
Maine,Washington,231,1160,20.4,71.91,5.53,0,5.58,9,7,15895,19.3,11.8,73.2,12.7,9.5,53100,319,36224,0.43,0.2,0.49,0.31,0.12
Maine,Franklin,232,1149,31,132.15,3.39,3.42,3.37,14.5,6,16981,12.5,7.4,79.7,17.7,6.7,66600,342,29200,0.48,0.2,0.47,0.32,0.17
Wisconsin,Barron,233,3008,29.2,128.55,7.01,2.3,7.06,27,7,16628,11.6,15.5,73,11.7,4.8,47200,313,43451,0.17,0.25,0.47,0.33,0.17
Wisconsin,Rusk,234,3060,29.3,65.17,6.52,6.48,6.59,26.1,7,14717,16.6,15.1,70.3,10.9,7.4,36900,278,15433,0.55,0.21,0.45,0.37,0.07
Montana,Carbon,235,1571,10.1,66.45,11.08,0,11.18,0,8,16628,16.8,13,78.1,19.2,6.1,47200,287,9248,0.59,0.22,0.41,0.34,0.13
"South Dakota",Walworth,236,2397,19,51.42,17.14,0,17.27,61.9,7,17930,17.8,21.1,71.5,14.5,4,27400,298,5784,0.51,0.17,0.37,0.32,0.09
"South Dakota",Edmunds,237,2355,29.8,23.02,23.02,0,0,0,9,17247,23.2,29.7,64.2,11.3,1.6,22500,216,4394,0.43,0.23,0.43,0.32,0.13
"South Dakota",Day,238,2351,31.7,29.79,14.9,0,14.95,0,9,16797,21.7,21.8,69.2,11.3,4.7,22000,239,6567,0.43,0.15,0.37,0.32,0.08
Minnesota,"Big Stone",239,1288,29.5,101.73,33.91,0,33.28,0,9,16382,15.1,18.1,72.3,10.1,4.9,26300,227,5839,0.59,0.19,0.41,0.31,0.09
Minnesota,Sherburne,240,1353,24.2,41.62,1.89,0,1.99,44,1,18449,7.9,5.8,84.2,16.7,4.1,74600,442,55401,0.53,0.18,0.41,0.37,0.09
"South Dakota",Ziebach,241,2399,22.7,0,0,0,0,0,9,9730,51.1,15.1,62.5,8.5,6.7,14999,251,2230,0.53,0.27,0.45,0.3,0.13
"South Dakota",Dewey,242,2353,31.6,34.58,17.29,0,0,0,9,11317,44.4,14.9,67.1,10.4,13,23100,271,5772,0.49,0.15,0.35,0.36,0.1
Oregon,Clackamas,243,2182,22.3,171.92,0.95,0.62,2.26,65.3,0,25237,6.9,4.3,85.7,23.6,3.3,85200,472,324043,0.38,0.24,0.46,0.33,0.16
Minnesota,Wright,244,1368,22.1,52.15,2.54,1.24,3.93,28.1,1,20823,6.8,9.3,80.1,12.1,4,75000,380,80757,0.46,0.19,0.37,0.32,0.06
Oregon,Yamhill,245,2215,20.8,104.71,2.65,1.28,4.11,53.3,1,18891,11.7,8.1,79.1,17.1,4,62600,389,78248,0.59,0.2,0.39,0.37,0.05
Minnesota,Anoka,246,1284,21.7,79.05,1.09,0.71,3.33,91.9,0,21587,5.3,4.1,86.7,15.5,3.1,83500,498,282139,0.59,0.19,0.44,0.38,0.09
Minnesota,Kandiyohi,247,1316,28.3,218.17,4.9,2.42,4.93,45.2,7,19612,13.7,14.9,76.3,15.7,3.5,56800,315,41324,0.56,0.2,0.45,0.41,0.11
Minnesota,Swift,248,1358,24.2,46.36,18.55,0,9.57,30.2,7,17640,14.1,21.5,68.2,11.2,4.6,27600,206,10857,0.53,0.19,0.41,0.32,0.09
Wisconsin,Taylor,249,3066,25,51.99,5.2,0,5.2,22.7,6,15968,12.7,17,68.8,9.2,6.3,43700,292,19264,0.48,0.2,0.45,0.34,0.1
Maine,Oxford,250,1154,25.5,86.08,3.74,0,3.77,16,6,16727,12.5,9.7,76.9,12.7,7.1,70100,333,53797,0.46,0.21,0.47,0.34,0.13
"South Dakota",Grant,251,2358,18.9,48.56,12.14,0,12.04,46.3,7,17824,10.8,16.7,74,9.3,4.5,36500,247,8054,0.45,0.17,0.37,0.37,0.1
Minnesota,Meeker,252,1329,32.5,56.36,4.7,4.66,4.73,29,6,17379,10.8,16.5,73.4,10,6.2,49100,301,21463,0.57,0.2,0.42,0.35,0.09
"New Hampshire",Coos,253,1737,23.5,148.9,8.93,8.95,8.85,31.9,7,20348,10.1,13.6,70,11,6.4,71900,340,33531,0.54,0.19,0.47,0.34,0.13
Minnesota,Washington,254,1364,22.6,101.21,1.11,0.54,1.73,78.5,0,25388,4.4,3.4,90,26.2,2.7,94100,489,185074,0.53,0.18,0.39,0.34,0.06
Wisconsin,Chippewa,255,3014,16.4,105.21,5.54,1.84,5.55,38.2,3,18531,10.5,13.3,74.9,10.8,4.7,46300,325,54348,0.46,0.23,0.45,0.33,0.17
Oregon,Marion,256,2203,23.7,155.66,1.57,0.38,3.2,74.6,2,19541,13.2,8.6,78.7,17.5,4.8,60000,401,260919,0.53,0.19,0.43,0.36,0.09
Minnesota,"Lac Qui Parle",257,1319,14.3,59.54,23.82,0,11.75,0,9,16700,13,19.3,72.2,10.9,3.5,26100,235,8228,0.6,0.24,0.49,0.36,0.09
Idaho,Adams,258,521,28.7,0,25.79,0,0,0,9,13852,10.9,8.7,75.3,10.8,14.1,43900,254,3891,0.58,0.14,0.31,0.29,0.12
"South Dakota",Potter,259,2386,37.9,66.89,66.89,0,0,0,9,20497,19,20.1,71.1,12.3,3.6,29500,264,2983,,0.19,0.42,0.35,0.09
"South Dakota",Faulk,260,2357,15.3,0,38.58,0,0,0,9,16371,24.3,24.7,67.1,10.6,2.4,19400,201,2581,0.45,0.17,0.42,0.33,0.09
Minnesota,Hennepin,261,1309,26,344.39,1.14,0.76,3.14,99.1,0,32130,9.2,4.2,88.2,31.6,2.8,90600,487,1058746,0.59,0.17,0.39,0.38,0.09
"South Dakota",Spink,262,2390,20.3,76.49,12.75,0,0,33.3,7,20686,18.7,18.7,72.8,12.7,3,19500,251,7746,0.58,0.2,0.4,0.37,0.13
Wisconsin,"St. Croix",263,3061,22.3,65.63,7.29,3.56,5.56,32.4,1,23629,6.4,7.3,84.4,20.3,3,74600,429,56137,0.23,0.22,0.46,0.32,0.06
Wisconsin,Dunn,264,3022,20.1,52.09,2.6,0,2.64,37.7,6,16559,16.6,12.5,77.7,19.4,3.6,49200,343,38494,0.52,0.22,0.49,0.38,0.13
"South Dakota",Butte,265,2342,12.1,44.96,0,0,0,54.8,6,14571,19.5,13.1,74.5,12.3,3.6,38100,277,9039,0.41,0.21,0.4,0.35,0.14
Idaho,Valley,266,562,31,177.73,25.39,0,13.1,0,9,19885,12.7,4.9,83.8,19.4,9.1,72700,326,7988,0.33,0.19,0.41,0.33,0.14
"South Dakota",Clark,267,2345,23.7,0,0,0,0,0,9,16634,18.8,18.2,70.4,9.8,3.7,19000,221,4373,0.56,0.15,0.37,0.33,0.1
"South Dakota",Codington,268,2347,21.2,177.21,4.03,3.98,4.08,77.5,7,20840,12.5,14.3,76,12.9,3,50000,281,25099,0.5,0.2,0.41,0.36,0.14
Minnesota,Chippewa,269,1294,21.7,68.63,7.63,0,7.64,47.1,7,19656,12.8,16.4,73.7,10.9,5.2,34900,267,13132,0.57,0.19,0.41,0.34,0.09
Minnesota,Ramsey,270,1344,22.9,329.59,1.66,1.03,2.28,99.9,0,27087,11.4,6.3,85,28.8,2.9,82900,450,484484,0.46,0.19,0.41,0.38,0.1
Montana,"Yellowstone National Park (Part)",271,1623,0,0,0,0,0,0,7,0,0,0,100,0,0,0,0,40,0.45,0.16,0.31,0.36,0.1
Oregon,Baker,272,2180,19.2,103.21,6.07,0,6.14,59.7,7,16005,14.7,8.1,75,13.3,8.3,41700,289,16410,0.54,0.18,0.46,0.32,0.15
Oregon,Polk,273,2206,23.5,33.52,1.76,0,1.8,67.7,2,17421,13.6,8,80,21.2,4,63700,360,58501,0.53,0.18,0.45,0.33,0.11
Oregon,Wheeler,274,2214,0,0,0,0,0,0,9,13350,20.9,8.2,69.4,10.7,7.4,28900,247,1658,0.33,0.2,0.46,0.33,0.11
"South Dakota",Meade,275,2379,14.6,108.3,13,0,0,44.2,6,19081,10.4,10.3,81.8,16.4,3.2,50600,315,22592,0.49,0.25,0.4,0.37,0.14
Oregon,Lincoln,276,2200,20.5,90.2,4.51,0,4.62,45.1,7,18352,14.4,5.4,80.5,16.7,6.1,69100,376,45041,,0.2,0.48,0.33,0.12
Wisconsin,Clark,277,3015,28,64.3,3.06,0,0,8.5,6,15226,13.8,19.5,67.5,8.6,6.7,36800,269,32866,0.51,0.21,0.45,0.36,0.15
Vermont,Essex,278,2782,22.3,30.44,0,0,0,0,9,13625,13.9,16.3,68,8.5,7.3,56300,319,6511,0.54,0.22,0.5,0.35,0.16
Vermont,"Grand Isle",279,2784,22.7,101.97,0,0,0,0,3,20829,11.5,10.7,79,20.3,6.3,104100,462,5968,0.19,0.2,0.5,0.31,0.16
Vermont,Franklin,280,2783,18.9,92.49,2.31,0,2.35,18.4,3,17703,10.2,13.4,74.8,14.3,4.8,82700,412,43465,0.23,0.21,0.5,0.34,0.16
Vermont,Orleans,281,2787,25.1,112.13,4,3.98,4.02,18.4,7,17231,14.9,15.4,70.7,14.2,8.5,66800,326,25117,0.23,0.22,0.5,0.32,0.13
"New York",Clinton,282,1808,21,166.73,1.2,1.24,1.15,35.7,5,17762,13.2,10.6,74.2,16.5,6.9,65200,385,80537,0.58,0.19,0.49,0.32,0.11
Wyoming,Park,283,3092,19.6,160.57,7.83,3.94,8.02,56.9,7,20111,9.5,6,82.6,18.8,4.2,65400,340,25373,0.57,0.21,0.45,0.33,0.07
Wyoming,Crook,284,3083,21.2,53.04,17.68,0,0,0,9,21000,13.5,8.2,79.7,15.6,4.1,54300,312,5763,0.58,0.19,0.4,0.4,0.07
Wyoming,"Big Horn",285,3079,21.5,27,9,0,18.44,0,9,14550,16.4,9.2,77.1,15,5.8,44800,289,11276,0.52,0.23,0.46,0.34,0.1
Wyoming,Campbell,286,3080,23.5,101.05,3.16,3.12,3.24,60,7,21325,8.4,3.6,86.5,15.7,4.7,68900,362,32012,0.57,0.17,0.43,0.44,0.11
Wyoming,Sheridan,287,3094,23.4,183.35,7.97,3.95,4.03,59,7,22502,10.4,7.2,81.6,17.6,4.7,58100,326,25318,0.51,0.19,0.46,0.38,0.09
"New York",Franklin,288,1815,31.5,125.51,4.05,4.05,2.04,32,7,15612,17.1,14.4,69.5,11.7,8.4,49100,324,49335,0.67,0.22,0.5,0.34,0.14
Oregon,Grant,289,2191,12.1,50.15,12.54,0,12.6,0,9,16699,12.7,8.6,77.2,12.5,10.5,48400,310,7973,0.38,0.21,0.45,0.34,0.16
Minnesota,McLeod,290,1325,21.4,63.15,6.01,5.95,6.04,50.5,6,21969,7.5,16.5,75.5,11.7,3.6,62200,330,33636,0.6,0.18,0.41,0.38,0.09
Minnesota,Carver,291,1292,14.7,113.14,1.69,1.63,3.54,60.1,1,25967,4.9,8.7,84.6,21.4,2.5,95300,442,61415,0.57,0.23,0.47,0.35,0.09
"South Dakota",Deuel,292,2352,18,22.48,22.48,21.84,0,0,9,16741,16.6,21.7,69.2,9.7,3.1,23200,241,4578,0.45,0.2,0.4,0.37,0.14
Minnesota,Dakota,293,1301,23.9,82.16,0.95,0.61,1.62,94.4,0,26093,4.3,3.6,90.7,27.6,2.5,95700,542,326016,0.6,0.19,0.4,0.34,0.09
Minnesota,"Yellow Medicine",294,1369,20.4,59.6,17.03,8.65,17.13,20.1,7,18135,14.8,18.2,72.6,9.9,5,30600,242,11559,0.46,0.2,0.35,0.37,0.19
"South Dakota",Sully,295,2392,12.4,0,0,0,0,0,9,26623,13.1,12.2,78.9,12.9,3.2,27500,250,1593,0.58,0.42,0.61,0.63,0.14
"South Dakota",Hyde,296,2367,18.2,0,0,0,0,0,9,16468,16.5,20,71.2,14.5,3.9,22100,230,1648,0.45,0.25,0.47,0.31,0.13
"South Dakota",Hand,297,2362,24.6,95.19,23.8,24.14,23.82,0,9,16703,17.6,16.1,73.4,12.8,2.6,31900,213,4143,0.51,0.17,0.37,0.32,0.1
Minnesota,Renville,298,1347,20.3,34.72,5.79,5.86,5.78,14.8,7,19568,12.9,18.7,71.7,10.2,4.9,31700,261,17075,0.53,0.19,0.41,0.33,0.08
Wisconsin,Pierce,299,3053,25.3,60.48,2.88,0,2.93,45.1,1,19638,10.4,10,81.1,17.8,3.1,65600,387,34994,0.44,0.19,0.46,0.35,0.09
Idaho,Custer,300,538,7.7,23.17,0,0,0,0,9,18380,14.8,7.6,81.7,15.6,5.9,50400,317,4311,0.55,0.19,0.41,0.33,0.12
Wisconsin,"Eau Claire",301,3023,24.7,279.13,2.26,2.25,5.69,74.6,3,19828,15.9,8.7,82.8,20.9,3.3,52700,356,88897,0.5,0.26,0.42,0.4,0.16
Idaho,Washington,302,563,9.1,21.13,10.57,0,10.93,53.5,7,14101,19.6,12.9,72.7,10.3,8.7,43700,256,9836,0.52,0.33,0.46,0.34,0.17
Oregon,Jefferson,303,2195,14.2,43.83,6.26,0,6.43,25.2,7,15913,18.6,9.9,73.9,12.2,6.1,53000,346,16360,0,0.19,0.49,0.32,0.16
Minnesota,Scott,304,1352,28.2,48.63,1.43,1.37,1.48,70,1,23497,4.1,7.4,84.8,17.2,3.1,90800,475,72813,0.49,0.19,0.41,0.32,0.09
"South Dakota",Hamlin,305,2361,16.3,0,0,0,0,0,9,14907,16.3,21.1,69.5,11.2,3,22300,215,5359,0.54,0.17,0.38,0.35,0.08
Vermont,Lamoille,306,2785,20,193.85,4.73,4.68,4.78,0,8,20374,11.1,9.7,80.2,23.9,6,89700,414,21373,0.33,0.21,0.48,0.31,0.13
Oregon,Linn,307,2201,23.3,95.88,2,0.98,2.04,51.6,4,18283,13.5,8.1,76.2,11,6.2,51100,376,102217,,0.19,0.41,0.3,0.16
"South Dakota",Stanley,308,2391,9,106.27,0,0,0,0,9,16844,12.4,8.9,77.5,14.6,3.4,48900,325,2961,0.8,0.17,0.4,0.37,0.1
Vermont,Caledonia,309,2780,23.7,143.54,3.5,3.47,3.51,23.1,7,17419,12.1,10.7,77.4,19,6,72800,349,28800,0.57,0.19,0.46,0.28,0.1
Maine,Waldo,310,1159,18.6,100.82,2.8,2.79,2.86,18.7,6,15863,16,9,77.4,16.8,7.1,72000,354,35822,0.43,0.2,0.48,0.32,0.18
"South Dakota",Haakon,311,2360,36.4,78.49,39.25,0,0,0,9,21215,13.6,8.5,83.6,12.7,3.3,33700,244,2514,0.47,0.15,0.37,0.32,0.1
Idaho,Fremont,312,541,34.8,17.34,0,0,0,27.6,7,12983,14.9,9.9,75.6,11.1,8.4,48200,273,11594,0.52,0.19,0.41,0.3,0.14
Minnesota,Sibley,313,1354,42.9,27.17,6.79,6.83,6.85,0,8,17520,10.4,21.2,68.2,8.9,5.2,44200,253,14652,0.57,0.18,0.41,0.3,0.09
Vermont,Chittenden,314,2781,22.1,487.63,0.72,0.71,2.91,65.9,3,24304,8.7,5.9,86.7,34,2.9,117300,526,141115,0.48,0.21,0.48,0.35,0.13
